id,title,model,price,link
114060,Rolex,Submariner,10175.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-pfkdml
114060,Rolex,Submariner,10775.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-51pdt7
114060,Rolex,Submariner,10975.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-h4scnr
114060,Rolex,Submariner,10375.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-3tkv8r
114060,Rolex,Submariner,10975.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-xdpl1g
114060,Rolex,Submariner,10775.0,https://www.crownandcaliber.com/products/rolex-submariner-114060-10-10-rol-3sqybd
114200,Rolex,Oyster Perpetual,5800.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-me26sk
114200,Rolex,Oyster Perpetual,5600.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-z3q7ug
114200,Rolex,Oyster Perpetual,5025.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-r2gmqn
114200,Rolex,Oyster Perpetual,5450.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-9pkdlb
114200,Rolex,Oyster Perpetual,4775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-sxa9h0
114200,Rolex,Oyster Perpetual,5800.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-xhk46n
114200,Rolex,Oyster Perpetual,5025.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-pcg6qm
114200,Rolex,Oyster Perpetual,5400.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-hsau8r
114200,Rolex,Oyster Perpetual,4775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114200-10-10-rol-pbcygs
114270,Rolex,Explorer,6425.0,https://www.crownandcaliber.com/products/rolex-explorer-114270-10-10-rol-lsbp06
114270,Rolex,Explorer,6775.0,https://www.crownandcaliber.com/products/rolex-explorer-114270-10-10-rol-20gtvn
114270,Rolex,Explorer,6625.0,https://www.crownandcaliber.com/products/rolex-explorer-114270-10-10-rol-9ze4cs
114270,Rolex,Explorer,6425.0,https://www.crownandcaliber.com/products/rolex-explorer-114270-10-10-rol-3c4red
114300,Rolex,Oyster Perpetual,10450.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-r756td
114300,Rolex,Oyster Perpetual,9850.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-4nm29z
114300,Rolex,Oyster Perpetual,7775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-01tfzr
114300,Rolex,Oyster Perpetual,10450.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-0tsa3u
114300,Rolex,Oyster Perpetual,7625.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-dn96y1
114300,Rolex,Oyster Perpetual,7775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-pvelgs
114300,Rolex,Oyster Perpetual,7175.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-3bnucz
114300,Rolex,Oyster Perpetual,7475.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-17fumc
114300,Rolex,Oyster Perpetual,10250.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-h71u68
114300,Rolex,Oyster Perpetual,7275.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-vk8rbp
114300,Rolex,Oyster Perpetual,7475.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-z4fpr8
114300,Rolex,Oyster Perpetual,7775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-zf5y9l
114300,Rolex,Oyster Perpetual,7775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-d1l26y
114300,Rolex,Oyster Perpetual,7475.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-4zc19y
114300,Rolex,Oyster Perpetual,7775.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-114300-10-10-rol-pu5dsl
115200,Rolex,Date,5400.0,https://www.crownandcaliber.com/products/rolex-date-115200-10-10-rol-kdapze
115234,Rolex,Date,7150.0,https://www.crownandcaliber.com/products/rolex-date-115234-10-10-rol-y3hlz1
116000,Rolex,Oyster Perpetual,6128.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-e6fm1c
116000,Rolex,Oyster Perpetual,6575.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-r2608u
116000,Rolex,Oyster Perpetual,6575.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-fqvm45
116000,Rolex,Oyster Perpetual,6000.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-qhe6s5
116000,Rolex,Oyster Perpetual,6425.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-8th3yz
116000,Rolex,Oyster Perpetual,6925.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-mr8s6g
116000,Rolex,Oyster Perpetual,6725.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-tey7kh
116000,Rolex,Oyster Perpetual,6225.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-h23gdu
116000,Rolex,Oyster Perpetual,6675.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-61k42v
116000,Rolex,Oyster Perpetual,6425.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-g7qlsp
116000,Rolex,Oyster Perpetual,6475.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-lvtbch
116000,Rolex,Oyster Perpetual,6575.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-yuhver
116000,Rolex,Oyster Perpetual,6575.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-k2cb16
116000,Rolex,Oyster Perpetual,6575.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-t68qmx
116000,Rolex,Oyster Perpetual,6200.0,https://www.crownandcaliber.com/products/rolex-oyster-perpetual-116000-10-10-rol-9210ra
116139,Rolex,Datejust,8600.0,https://www.crownandcaliber.com/products/rolex-datejust-116139-10-10-rol-fegt5r
116200,Rolex,Datejust,6275.0,https://www.crownandcaliber.com/products/rolex-datejust-116200-10-10-rol-v0cbry
116200,Rolex,Datejust,6775.0,https://www.crownandcaliber.com/products/rolex-datejust-116200-10-10-rol-7uha1x
116200,Rolex,Datejust,6925.0,https://www.crownandcaliber.com/products/rolex-datejust-116200-10-10-rol-th1843
