id,title,model,price,link
126619LB,Rolex,Submariner,52950.0,https://www.thewatchbox.com/shop/4370144.html
118398,Rolex,Day-Date,52950.0,https://www.thewatchbox.com/shop/4321592.html
279138RBR,Rolex,Datejust,23250.0,https://www.thewatchbox.com/shop/4294740.html
16570,Rolex,Explorer II,7350.0,https://www.thewatchbox.com/shop/4334611.html
126613LB-0002,Rolex,Submariner,18150.0,https://www.thewatchbox.com/shop/4380275.html
79174,Rolex,Datejust,3750.0,https://www.thewatchbox.com/shop/4334470.html
228239,Rolex,Day-Date,37950.0,https://www.thewatchbox.com/shop/4380283.html
126619LB,Rolex,Submariner,53950.0,https://www.thewatchbox.com/shop/4385753.html
1500,Rolex,Oyster Perpetual,4950.0,https://www.thewatchbox.com/shop/4351045.html
16803,Rolex,Submariner,9950.0,https://www.thewatchbox.com/shop/4325312.html
69173,Rolex,Datejust,3850.0,https://www.thewatchbox.com/shop/4334835.html
228235,Rolex,Day-Date,47950.0,https://www.thewatchbox.com/shop/4355590.html
16234,Rolex,Datejust,5950.0,https://www.thewatchbox.com/shop/4350492.html
16570,Rolex,Explorer II,7850.0,https://www.thewatchbox.com/shop/4351870.html
16750,Rolex,GMT-Master,12450.0,https://www.thewatchbox.com/shop/4236899.html
116710LN,Rolex,GMT-Master II,13450.0,https://www.thewatchbox.com/shop/4363206.html
1675,Rolex,GMT-Master,14450.0,https://www.thewatchbox.com/shop/4361606.html
16523,Rolex,Daytona,15950.0,https://www.thewatchbox.com/shop/4351078.html
69174,Rolex,Datejust,3250.0,https://www.thewatchbox.com/shop/4340741.html
116681,Rolex,Yacht-Master,22950.0,https://www.thewatchbox.com/shop/4349759.html
18238,Rolex,Day-Date,15450.0,https://www.thewatchbox.com/shop/4334231.html
16618,Rolex,Submariner,23950.0,https://www.thewatchbox.com/shop/4150942.html
228239,Rolex,Day-Date,43950.0,https://www.thewatchbox.com/shop/4382669.html
16233,Rolex,Datejust,6750.0,https://www.thewatchbox.com/shop/4366118.html
124300,Rolex,Oyster Perpetual,7950.0,https://www.thewatchbox.com/shop/4379384.html
14010,Rolex,Air-King,3950.0,https://www.thewatchbox.com/shop/4350641.html
126600,Rolex,Sea-Dweller,15450.0,https://www.thewatchbox.com/shop/4367728.html
1803,Rolex,Day-Date,7950.0,https://www.thewatchbox.com/shop/4284766.html
79174,Rolex,Datejust,3850.0,https://www.thewatchbox.com/shop/4334488.html
168000,Rolex,Submariner,18950.0,https://www.thewatchbox.com/shop/4346664.html
16610LV,Rolex,Submariner,15950.0,https://www.thewatchbox.com/shop/4385522.html
5116,Rolex,Cellini,4750.0,https://www.thewatchbox.com/shop/4351201.html
279138RBR,Rolex,Datejust,24950.0,https://www.thewatchbox.com/shop/4341368.html
116000,Rolex,Oyster Perpetual,6450.0,https://www.thewatchbox.com/shop/4362968.html
116613LB,Rolex,Submariner,16950.0,https://www.thewatchbox.com/shop/4303087.html
116680,Rolex,Yacht-Master,19450.0,https://www.thewatchbox.com/shop/4362927.html
16753,Rolex,GMT-Master,8950.0,https://www.thewatchbox.com/shop/4264933.html
279178,Rolex,Datejust,21450.0,https://www.thewatchbox.com/shop/4313789.html
15200,Rolex,Oyster Perpetual,4350.0,https://www.thewatchbox.com/shop/4342739.html
114200,Rolex,Air-King,5950.0,https://www.thewatchbox.com/shop/4367280.html
126613LB,Rolex,Submariner,18150.0,https://www.thewatchbox.com/shop/4368627.html
228238,Rolex,Day-Date,41950.0,https://www.thewatchbox.com/shop/4364428.html
216570,Rolex,Explorer II,9750.0,https://www.thewatchbox.com/shop/4360723.html
